letter,label,file,background
к,12,12_22.png,0
к,12,12_23.png,1
к,12,12_24.png,1
к,12,12_25.png,1
к,12,12_26.png,1
к,12,12_27.png,1
к,12,12_28.png,1
к,12,12_29.png,1
к,12,12_30.png,1
к,12,12_31.png,1
к,12,12_32.png,1
к,12,12_33.png,1
к,12,12_34.png,1
к,12,12_35.png,1
к,12,12_36.png,1
к,12,12_37.png,1
к,12,12_38.png,1
к,12,12_39.png,1
к,12,12_40.png,1
к,12,12_41.png,1
к,12,12_42.png,1
к,12,12_43.png,1
к,12,12_44.png,1
к,12,12_45.png,1
к,12,12_46.png,1
к,12,12_47.png,1
к,12,12_48.png,1
к,12,12_49.png,1
к,12,12_50.png,1
л,13,13_01.png,0
л,13,13_02.png,0
л,13,13_03.png,0
л,13,13_04.png,0
л,13,13_05.png,0
л,13,13_06.png,0
л,13,13_07.png,0
л,13,13_08.png,0
л,13,13_09.png,0
л,13,13_10.png,0
л,13,13_11.png,0
л,13,13_12.png,0
л,13,13_13.png,0
л,13,13_14.png,0
л,13,13_15.png,0
л,13,13_16.png,0
л,13,13_17.png,0
л,13,13_18.png,0
л,13,13_19.png,0
л,13,13_20.png,0
л,13,13_21.png,0
л,13,13_22.png,0
л,13,13_23.png,1
л,13,13_24.png,1
л,13,13_25.png,1
л,13,13_26.png,1
л,13,13_27.png,1
л,13,13_28.png,1
л,13,13_29.png,1
л,13,13_30.png,1
л,13,13_31.png,1
л,13,13_32.png,1
л,13,13_33.png,1
л,13,13_34.png,1
л,13,13_35.png,1
л,13,13_36.png,1
л,13,13_37.png,1
л,13,13_38.png,1
л,13,13_39.png,1
л,13,13_40.png,1
л,13,13_41.png,1
л,13,13_42.png,1
л,13,13_43.png,1
л,13,13_44.png,1
л,13,13_45.png,1
л,13,13_46.png,1
л,13,13_47.png,1
л,13,13_48.png,1
л,13,13_49.png,1
л,13,13_50.png,1
м,14,14_01.png,0
м,14,14_02.png,0
м,14,14_03.png,0
м,14,14_04.png,0
м,14,14_05.png,0
м,14,14_06.png,0
м,14,14_07.png,0
м,14,14_08.png,0
м,14,14_09.png,0
м,14,14_10.png,0
м,14,14_11.png,0
м,14,14_12.png,0
м,14,14_13.png,0
м,14,14_14.png,0
м,14,14_15.png,0
м,14,14_16.png,0
м,14,14_17.png,0
м,14,14_18.png,0
м,14,14_19.png,0
м,14,14_20.png,0
м,14,14_21.png,0
м,14,14_22.png,0
м,14,14_23.png,1
м,14,14_24.png,1
м,14,14_25.png,1
м,14,14_26.png,1
м,14,14_27.png,1
м,14,14_28.png,1
м,14,14_29.png,1
м,14,14_30.png,1
м,14,14_31.png,1
м,14,14_32.png,1
м,14,14_33.png,1
м,14,14_34.png,1
м,14,14_35.png,1
м,14,14_36.png,1
м,14,14_37.png,1
м,14,14_38.png,1
м,14,14_39.png,1
м,14,14_40.png,1
м,14,14_41.png,1
м,14,14_42.png,1
м,14,14_43.png,1
м,14,14_44.png,1
м,14,14_45.png,1
м,14,14_46.png,1
м,14,14_47.png,1
м,14,14_48.png,1
м,14,14_49.png,1
м,14,14_50.png,1
н,15,15_01.png,0
н,15,15_02.png,0
н,15,15_03.png,0
н,15,15_04.png,0
н,15,15_05.png,0
н,15,15_06.png,0
н,15,15_07.png,0
н,15,15_08.png,0
н,15,15_09.png,0
н,15,15_10.png,0
н,15,15_11.png,0
н,15,15_12.png,0
н,15,15_13.png,0
н,15,15_14.png,0
н,15,15_15.png,0
н,15,15_16.png,0
н,15,15_17.png,0
н,15,15_18.png,0
н,15,15_19.png,0
н,15,15_20.png,0
н,15,15_21.png,0
н,15,15_22.png,0
н,15,15_23.png,1
н,15,15_24.png,1
н,15,15_25.png,1
н,15,15_26.png,1
н,15,15_27.png,1
н,15,15_28.png,1
н,15,15_29.png,1
н,15,15_30.png,1
н,15,15_31.png,1
н,15,15_32.png,1
н,15,15_33.png,1
н,15,15_34.png,1
н,15,15_35.png,1
н,15,15_36.png,1
н,15,15_37.png,1
н,15,15_38.png,1
н,15,15_39.png,1
н,15,15_40.png,1
н,15,15_41.png,1
н,15,15_42.png,1
н,15,15_43.png,1
н,15,15_44.png,1
н,15,15_45.png,1
н,15,15_46.png,1
н,15,15_47.png,1
н,15,15_48.png,1
н,15,15_49.png,1
н,15,15_50.png,1
о,16,16_01.png,0
о,16,16_02.png,0
о,16,16_03.png,0
о,16,16_04.png,0
о,16,16_05.png,0
о,16,16_06.png,0
о,16,16_07.png,0
о,16,16_08.png,0
о,16,16_09.png,0
о,16,16_10.png,0
о,16,16_11.png,0
о,16,16_12.png,0
о,16,16_13.png,0
о,16,16_14.png,0
о,16,16_15.png,0
о,16,16_16.png,0
о,16,16_17.png,0
о,16,16_18.png,0
о,16,16_19.png,0
о,16,16_20.png,0
о,16,16_21.png,0
о,16,16_22.png,0
о,16,16_23.png,1
о,16,16_24.png,1
о,16,16_25.png,1
о,16,16_26.png,1
о,16,16_27.png,1
о,16,16_28.png,1
о,16,16_29.png,1
о,16,16_30.png,1
о,16,16_31.png,1
о,16,16_32.png,1
о,16,16_33.png,1
о,16,16_34.png,1
о,16,16_35.png,1
о,16,16_36.png,1
о,16,16_37.png,1
о,16,16_38.png,1
о,16,16_39.png,1
о,16,16_40.png,1
о,16,16_41.png,1
о,16,16_42.png,1
о,16,16_43.png,1
о,16,16_44.png,1
о,16,16_45.png,1
о,16,16_46.png,1
о,16,16_47.png,1
о,16,16_48.png,1
о,16,16_49.png,1
о,16,16_50.png,1
п,17,17_01.png,0
п,17,17_02.png,0
п,17,17_03.png,0
п,17,17_04.png,0
п,17,17_05.png,0
п,17,17_06.png,0
п,17,17_07.png,0
п,17,17_08.png,0
п,17,17_09.png,0
п,17,17_10.png,0
п,17,17_11.png,0
п,17,17_12.png,0
п,17,17_13.png,0
п,17,17_14.png,0
п,17,17_15.png,0
п,17,17_16.png,0
п,17,17_17.png,0
п,17,17_18.png,0
п,17,17_19.png,0
п,17,17_20.png,0
п,17,17_21.png,0
п,17,17_22.png,0
п,17,17_23.png,1
п,17,17_24.png,1
п,17,17_25.png,1
п,17,17_26.png,1
п,17,17_27.png,1
п,17,17_28.png,1
п,17,17_29.png,1
п,17,17_30.png,1
п,17,17_31.png,1
п,17,17_32.png,1
п,17,17_33.png,1
п,17,17_34.png,1
п,17,17_35.png,1
п,17,17_36.png,1
п,17,17_37.png,1
п,17,17_38.png,1
п,17,17_39.png,1
п,17,17_40.png,1
п,17,17_41.png,1
п,17,17_42.png,1
п,17,17_43.png,1
п,17,17_44.png,1
п,17,17_45.png,1
п,17,17_46.png,1
п,17,17_47.png,1
п,17,17_48.png,1
п,17,17_49.png,1
п,17,17_50.png,1
р,18,18_01.png,0
р,18,18_02.png,0
р,18,18_03.png,0
р,18,18_04.png,0
р,18,18_05.png,0
р,18,18_06.png,0
р,18,18_07.png,0
р,18,18_08.png,0
р,18,18_09.png,0
р,18,18_10.png,0
р,18,18_11.png,0
р,18,18_12.png,0
р,18,18_13.png,0
р,18,18_14.png,0
р,18,18_15.png,0
р,18,18_16.png,0
р,18,18_17.png,0
р,18,18_18.png,0
р,18,18_19.png,0
р,18,18_20.png,0
р,18,18_21.png,0
р,18,18_22.png,0
р,18,18_23.png,1
р,18,18_24.png,1
р,18,18_25.png,1
р,18,18_26.png,1
р,18,18_27.png,1
р,18,18_28.png,1
р,18,18_29.png,1
р,18,18_30.png,1
р,18,18_31.png,1
р,18,18_32.png,1
р,18,18_33.png,1
р,18,18_34.png,1
р,18,18_35.png,1
р,18,18_36.png,1
р,18,18_37.png,1
р,18,18_38.png,1
р,18,18_39.png,1
р,18,18_40.png,1
р,18,18_41.png,1
р,18,18_42.png,1
р,18,18_43.png,1
р,18,18_44.png,1
р,18,18_45.png,1
р,18,18_46.png,1
р,18,18_47.png,1
р,18,18_48.png,1
р,18,18_49.png,1
р,18,18_50.png,1
с,19,19_01.png,0
с,19,19_02.png,0
с,19,19_03.png,0
с,19,19_04.png,0
с,19,19_05.png,0
с,19,19_06.png,0
с,19,19_07.png,0
с,19,19_08.png,0
с,19,19_09.png,0
с,19,19_10.png,0
с,19,19_11.png,0
с,19,19_12.png,0
с,19,19_13.png,0
с,19,19_14.png,0
с,19,19_15.png,0
с,19,19_16.png,0
с,19,19_17.png,0
с,19,19_18.png,0
с,19,19_19.png,0
с,19,19_20.png,0
с,19,19_21.png,0
с,19,19_22.png,0
с,19,19_23.png,1
с,19,19_24.png,1
с,19,19_25.png,1
с,19,19_26.png,1
с,19,19_27.png,1
с,19,19_28.png,1
с,19,19_29.png,1
с,19,19_30.png,1
с,19,19_31.png,1
с,19,19_32.png,1
с,19,19_33.png,1
с,19,19_34.png,1
с,19,19_35.png,1
с,19,19_36.png,1
с,19,19_37.png,1
с,19,19_38.png,1
с,19,19_39.png,1
с,19,19_40.png,1
с,19,19_41.png,1
с,19,19_42.png,1
с,19,19_43.png,1
с,19,19_44.png,1
с,19,19_45.png,1
с,19,19_46.png,1
с,19,19_47.png,1
с,19,19_48.png,1
с,19,19_49.png,1
с,19,19_50.png,1
т,20,20_01.png,0
т,20,20_02.png,0
т,20,20_03.png,0
т,20,20_04.png,0
т,20,20_05.png,0
т,20,20_06.png,0
т,20,20_07.png,0
т,20,20_08.png,0
т,20,20_09.png,0
т,20,20_10.png,0
т,20,20_11.png,0
т,20,20_12.png,0
т,20,20_13.png,0
т,20,20_14.png,0
т,20,20_15.png,0
т,20,20_16.png,0
т,20,20_17.png,0
т,20,20_18.png,0
т,20,20_19.png,0
т,20,20_20.png,0
т,20,20_21.png,0
т,20,20_22.png,0
т,20,20_23.png,1
т,20,20_24.png,1
т,20,20_25.png,1
т,20,20_26.png,1
т,20,20_27.png,1
т,20,20_28.png,1
т,20,20_29.png,1
т,20,20_30.png,1
т,20,20_31.png,1
т,20,20_32.png,1
т,20,20_33.png,1
т,20,20_34.png,1
т,20,20_35.png,1
т,20,20_36.png,1
т,20,20_37.png,1
т,20,20_38.png,1
т,20,20_39.png,1
т,20,20_40.png,1
т,20,20_41.png,1
т,20,20_42.png,1
т,20,20_43.png,1
т,20,20_44.png,1
т,20,20_45.png,1
т,20,20_46.png,1
т,20,20_47.png,1
т,20,20_48.png,1
т,20,20_49.png,1
т,20,20_50.png,1
у,21,21_01.png,0
у,21,21_02.png,0
у,21,21_03.png,0
у,21,21_04.png,0
у,21,21_05.png,0
у,21,21_06.png,0
у,21,21_07.png,0
у,21,21_08.png,0
у,21,21_09.png,0
у,21,21_10.png,0
у,21,21_11.png,0
у,21,21_12.png,0
у,21,21_13.png,0
у,21,21_14.png,0
у,21,21_15.png,0
у,21,21_16.png,0
у,21,21_17.png,0
у,21,21_18.png,0
у,21,21_19.png,0
у,21,21_20.png,0
у,21,21_21.png,0
у,21,21_22.png,0
у,21,21_23.png,1
у,21,21_24.png,1
у,21,21_25.png,1
у,21,21_26.png,1
у,21,21_27.png,1
у,21,21_28.png,1
у,21,21_29.png,1
у,21,21_30.png,1
у,21,21_31.png,1
у,21,21_32.png,1
у,21,21_33.png,1
у,21,21_34.png,1
у,21,21_35.png,1
у,21,21_36.png,1
у,21,21_37.png,1
у,21,21_38.png,1
у,21,21_39.png,1
у,21,21_40.png,1
у,21,21_41.png,1
у,21,21_42.png,1
у,21,21_43.png,1
у,21,21_44.png,1
у,21,21_45.png,1
у,21,21_46.png,1
у,21,21_47.png,1
у,21,21_48.png,1
у,21,21_49.png,1
у,21,21_50.png,1
ф,22,22_01.png,0
ф,22,22_02.png,0
ф,22,22_03.png,0
ф,22,22_04.png,0
ф,22,22_05.png,0
ф,22,22_06.png,0
ф,22,22_07.png,0
ф,22,22_08.png,0
ф,22,22_09.png,0
ф,22,22_10.png,0
ф,22,22_11.png,0
ф,22,22_12.png,0
ф,22,22_13.png,0
ф,22,22_14.png,0
ф,22,22_15.png,0
ф,22,22_16.png,0
ф,22,22_17.png,0
ф,22,22_18.png,0
ф,22,22_19.png,0
ф,22,22_20.png,0
ф,22,22_21.png,0
ф,22,22_22.png,0
ф,22,22_23.png,1
ф,22,22_24.png,1
ф,22,22_25.png,1
ф,22,22_26.png,1
ф,22,22_27.png,1
ф,22,22_28.png,1
ф,22,22_29.png,1
ф,22,22_30.png,1
ф,22,22_31.png,1
ф,22,22_32.png,1
ф,22,22_33.png,1
ф,22,22_34.png,1
ф,22,22_35.png,1
ф,22,22_36.png,1
ф,22,22_37.png,1
ф,22,22_38.png,1
ф,22,22_39.png,1
ф,22,22_40.png,1
ф,22,22_41.png,1
ф,22,22_42.png,1
ф,22,22_43.png,1
ф,22,22_44.png,1
ф,22,22_45.png,1
ф,22,22_46.png,1
ф,22,22_47.png,1
ф,22,22_48.png,1
ф,22,22_49.png,1
ф,22,22_50.png,1
х,23,23_01.png,0
х,23,23_02.png,0
х,23,23_03.png,0
х,23,23_04.png,0
х,23,23_05.png,0
х,23,23_06.png,0
х,23,23_07.png,0
х,23,23_08.png,0
х,23,23_09.png,0
х,23,23_10.png,0
х,23,23_11.png,0
х,23,23_12.png,0
х,23,23_13.png,0
х,23,23_14.png,0
х,23,23_15.png,0
х,23,23_16.png,0
х,23,23_17.png,0
х,23,23_18.png,0
х,23,23_19.png,0
х,23,23_20.png,0
х,23,23_21.png,0
х,23,23_22.png,0
х,23,23_23.png,1
х,23,23_24.png,1
х,23,23_25.png,1
х,23,23_26.png,1
х,23,23_27.png,1
х,23,23_28.png,1
х,23,23_29.png,1
х,23,23_30.png,1
х,23,23_31.png,1
х,23,23_32.png,1
х,23,23_33.png,1
х,23,23_34.png,1
х,23,23_35.png,1
х,23,23_36.png,1
х,23,23_37.png,1
х,23,23_38.png,1
х,23,23_39.png,1
х,23,23_40.png,1
х,23,23_41.png,1
х,23,23_42.png,1
х,23,23_43.png,1
х,23,23_44.png,1
х,23,23_45.png,1
х,23,23_46.png,1
х,23,23_47.png,1
х,23,23_48.png,1
х,23,23_49.png,1
х,23,23_50.png,1
ц,24,24_01.png,0
ц,24,24_02.png,0
